mean_deflection,max_deflection,vibration_std,vibration_max,deflection_rate,label,risk_score
22.929,22.98,0.004,0.988,-0.01,SAFE,0.23106666666666667
22.928,22.98,0.004,0.988,0.0,SAFE,0.231
22.929,22.98,0.004,0.988,0.01,SAFE,0.23106666666666667
22.934,22.98,0.005,0.988,0.0,SAFE,0.2313
22.934,22.98,0.005,0.988,0.01,SAFE,0.23136666666666666
22.934,22.98,0.005,0.988,0.0,SAFE,0.2313
22.934,22.98,0.006,0.988,0.0,SAFE,0.2316
22.934,22.98,0.006,0.988,0.0,SAFE,0.2316
22.889,22.98,0.006,0.988,-0.89,SAFE,0.23753333333333335
22.89,22.98,0.006,0.988,0.0,SAFE,0.2316
22.89,22.98,0.006,0.988,0.0,SAFE,0.2316
22.89,22.98,0.006,0.988,0.0,SAFE,0.2316
22.889,22.98,0.006,0.988,-0.01,SAFE,0.23166666666666666
22.889,22.98,0.006,0.988,-0.01,SAFE,0.23166666666666666
22.889,22.98,0.006,0.988,0.0,SAFE,0.2316
22.844,22.98,0.006,0.988,-0.9,SAFE,0.2376
22.843,22.98,0.006,0.988,-0.01,SAFE,0.23166666666666666
22.843,22.98,0.006,0.988,0.0,SAFE,0.2316
22.842,22.98,0.006,0.988,0.89,SAFE,0.23753333333333335
22.888,22.98,0.006,0.988,0.0,SAFE,0.2316
22.888,22.98,0.006,0.988,0.0,SAFE,0.2316
22.888,22.98,0.006,0.988,0.0,SAFE,0.2316
22.888,22.98,0.006,0.988,0.0,SAFE,0.2316
22.885,22.98,0.005,0.988,-0.06,SAFE,0.23170000000000002
22.884,22.98,0.005,0.988,-0.01,SAFE,0.23136666666666666
22.884,22.98,0.005,0.988,0.01,SAFE,0.23136666666666666
22.885,22.98,0.005,0.988,0.0,SAFE,0.2313
22.885,22.98,0.005,0.988,0.9,SAFE,0.2373
22.93,22.98,0.005,0.988,0.0,SAFE,0.2313
22.885,22.98,0.005,0.988,-0.9,SAFE,0.2373
22.884,22.98,0.005,0.988,-0.01,SAFE,0.23136666666666666
22.884,22.98,0.004,0.985,0.01,SAFE,0.23106666666666667
22.839,22.98,0.004,0.985,-0.89,SAFE,0.23693333333333336
22.795,22.98,0.004,0.985,-0.9,SAFE,0.23700000000000002
22.794,22.98,0.004,0.985,0.89,SAFE,0.23693333333333336
22.839,22.98,0.004,0.985,0.0,SAFE,0.231
22.839,22.98,0.004,0.985,-0.01,SAFE,0.23106666666666667
22.839,22.98,0.004,0.985,0.01,SAFE,0.23106666666666667
22.839,22.98,0.004,0.985,-0.01,SAFE,0.23106666666666667
22.839,22.98,0.004,0.985,0.0,SAFE,0.231
22.794,22.98,0.004,0.985,-0.9,SAFE,0.23700000000000002
22.794,22.98,0.257,2.155,0.0,SAFE,0.3069
22.749,22.98,0.263,2.155,-0.84,SAFE,0.31429999999999997
22.752,22.98,0.263,2.155,0.0,SAFE,0.3087
22.643,22.98,0.264,2.155,-2.19,SAFE,0.3236
22.533,22.98,0.27,2.155,-2.19,SAFE,0.3254
21.562,22.98,0.27,2.155,-19.43,WARNING,0.44033333333333335
22.813,48.01,0.296,2.155,25.03,DANGER,0.7357666666666667
24.034,48.01,0.297,2.155,25.32,DANGER,0.738
23.172,48.01,0.297,2.155,-18.14,WARNING,0.6901333333333333
22.232,48.01,0.296,2.155,-18.8,WARNING,0.6942333333333333
23.544,49.22,0.296,2.155,27.14,DANGER,0.7619333333333334
24.901,49.22,0.299,2.155,27.14,DANGER,0.7628333333333334
26.278,49.62,0.298,2.155,26.65,DANGER,0.7632666666666666
27.61,49.62,0.297,2.155,26.65,DANGER,0.7629666666666666
28.943,49.62,0.298,2.155,26.65,DANGER,0.7632666666666666
30.275,49.62,0.297,2.155,26.63,DANGER,0.7628333333333333
31.624,49.96,0.297,2.155,26.99,DANGER,0.7686333333333333
32.974,49.98,0.297,2.155,27.0,DANGER,0.7689
34.306,49.98,0.297,2.155,27.54,DANGER,0.7725
35.684,49.98,0.297,2.155,26.64,DANGER,0.7665
37.015,49.98,0.175,1.622,27.54,DANGER,0.7359
38.392,49.98,0.164,1.622,26.65,DANGER,0.7266666666666666
39.726,49.98,0.165,1.622,28.85,DANGER,0.7416333333333334
41.184,49.98,0.165,1.622,29.17,DANGER,0.7437666666666667
42.626,49.98,0.154,1.622,46.07,DANGER,0.746
44.93,49.98,0.154,1.622,1.61,WARNING,0.5567333333333333
45.009,49.98,0.072,1.257,2.21,WARNING,0.5361333333333334
45.138,49.98,0.05,1.144,45.13,DANGER,0.7147999999999999
47.377,49.98,0.054,1.144,45.43,DANGER,0.716
47.378,49.98,0.054,1.144,-45.02,DANGER,0.716
47.288,49.98,0.054,1.144,-1.79,WARNING,0.5279333333333334
47.198,49.98,0.051,1.144,-2.21,WARNING,0.5298333333333334
47.086,49.98,0.051,1.144,-2.22,WARNING,0.5299
46.976,49.98,0.036,1.109,-2.22,WARNING,0.5254
46.865,49.98,0.036,1.109,-2.2,WARNING,0.5252666666666667
46.754,49.98,0.037,1.109,-2.56,WARNING,0.5279666666666666
46.626,49.98,0.115,1.48,-2.58,WARNING,0.5515
46.488,49.96,0.145,1.48,-2.41,WARNING,0.5591666666666667
46.347,49.96,0.159,1.48,-2.82,WARNING,0.5661
46.206,49.96,0.159,1.48,-2.82,WARNING,0.5661
46.065,49.96,0.159,1.48,-2.82,WARNING,0.5661
45.924,49.96,0.159,1.48,-2.84,WARNING,0.5662333333333334
45.802,49.96,0.158,1.48,-2.75,WARNING,0.5653333333333332
45.665,49.96,0.162,1.48,-2.41,WARNING,0.5642666666666667
45.524,49.96,0.162,1.48,-2.82,WARNING,0.5670000000000001
45.383,49.96,0.161,1.48,-2.81,WARNING,0.5666333333333333
45.343,49.96,0.161,1.48,-1.15,WARNING,0.5555666666666667
45.325,49.61,0.161,1.48,0.0,WARNING,0.5444
43.133,49.61,0.157,1.48,1.56,WARNING,0.5536
45.412,49.78,0.181,1.493,2.35,WARNING,0.5677666666666668
45.53,49.78,0.18,1.493,2.37,WARNING,0.5676000000000001
45.648,49.78,0.18,1.493,2.38,WARNING,0.5676666666666668
45.767,49.78,0.177,1.493,2.38,WARNING,0.5667666666666668
45.807,49.78,0.207,1.623,0.8,WARNING,0.5652333333333334
45.867,49.78,0.204,1.623,1.2,WARNING,0.5670000000000001
45.928,49.78,0.204,1.623,1.22,WARNING,0.5671333333333334
45.989,49.78,0.195,1.623,1.41,WARNING,0.5657
46.06,49.78,0.185,1.623,1.82,WARNING,0.5654333333333333
46.129,49.78,0.18,1.623,1.39,WARNING,0.5610666666666667
46.198,49.78,0.181,1.623,1.39,WARNING,0.5613666666666667
46.289,49.78,0.182,1.623,1.8,WARNING,0.5644
46.359,49.78,0.182,1.623,1.0,WARNING,0.5590666666666667
46.409,49.78,0.183,1.623,1.0,WARNING,0.5593666666666667
46.44,49.78,0.178,1.623,1.02,WARNING,0.558
46.49,49.78,0.179,1.623,1.0,WARNING,0.5581666666666667
46.54,49.78,0.179,1.623,-1.01,WARNING,0.5582333333333334
44.324,49.78,0.181,1.623,-45.1,DANGER,0.7521
42.148,49.78,0.189,1.623,0.33,WARNING,0.5567
44.359,49.96,0.19,1.623,0.18,WARNING,0.5578
44.367,49.96,0.165,1.623,0.17,WARNING,0.5502333333333334
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.76,5.76,0.0,1.044,0.0,SAFE,0.0576
5.808,6.72,0.001,1.044,0.96,SAFE,0.0739
7.568,16.32,0.135,1.251,9.28,SAFE,0.2655666666666667
7.765,16.32,0.125,1.07,3.94,SAFE,0.22696666666666668
7.913,16.32,0.146,1.336,2.96,SAFE,0.22673333333333334
8.127,16.32,0.18,1.336,5.56,SAFE,0.25426666666666664
8.127,16.32,0.187,1.336,-1.28,SAFE,0.22783333333333333
8.111,16.32,0.187,1.336,-0.32,SAFE,0.22143333333333332
8.095,16.32,0.188,1.336,-0.32,SAFE,0.22173333333333334
8.079,16.32,0.187,1.336,-0.32,SAFE,0.22143333333333332
8.063,16.32,0.188,1.336,0.97,SAFE,0.2260666666666667
8.111,16.32,0.188,1.336,-0.32,SAFE,0.22173333333333334
8.095,16.32,0.188,1.336,-0.3,SAFE,0.22160000000000002
8.193,16.32,0.193,1.336,1.94,SAFE,0.23403333333333334
8.241,16.32,0.193,1.336,0.95,SAFE,0.22743333333333335
8.737,16.97,0.204,1.336,9.93,SAFE,0.29710000000000003
9.233,16.97,0.204,1.336,9.93,SAFE,0.29710000000000003
9.548,16.97,0.208,1.336,6.31,SAFE,0.27416666666666667
9.696,16.97,0.208,1.336,2.96,SAFE,0.2518333333333333
10.145,16.97,0.208,1.336,8.98,SAFE,0.29196666666666665
10.56,16.97,0.209,1.336,4.34,SAFE,0.2613333333333333
11.067,21.11,0.211,1.336,4.79,SAFE,0.3063333333333333
10.602,21.11,0.179,1.336,-3.96,SAFE,0.29119999999999996
10.72,21.11,0.187,1.336,3.33,SAFE,0.2894
11.036,21.11,0.175,1.222,5.0,SAFE,0.2969333333333333
11.286,21.11,0.141,1.222,10.56,SAFE,0.3238
11.596,21.11,0.153,1.192,5.26,SAFE,0.2920666666666667
11.76,21.11,0.155,1.192,3.26,SAFE,0.2793333333333333
12.223,21.11,0.155,1.192,9.28,SAFE,0.3194666666666667
12.72,21.11,0.176,1.192,9.91,SAFE,0.32996666666666663
12.899,21.11,0.191,1.192,3.6,SAFE,0.2924
13.312,21.11,0.189,1.192,8.27,SAFE,0.3229333333333333
13.559,21.11,0.188,1.192,2.67,SAFE,0.28529999999999994
13.51,21.11,0.178,1.154,0.0,SAFE,0.26449999999999996
13.776,21.11,0.326,2.158,-3.64,SAFE,0.3331666666666666
13.232,21.11,0.344,2.158,-10.86,SAFE,0.3867
12.658,21.11,0.346,2.158,-7.87,SAFE,0.3673666666666666
12.265,21.11,0.356,2.158,-4.52,SAFE,0.3480333333333333
12.039,21.11,0.366,2.158,-10.54,SAFE,0.39116666666666666
11.59,21.11,0.388,2.158,-8.28,SAFE,0.38270000000000004
11.114,21.11,0.448,2.158,-15.33,WARNING,0.4477
10.41,16.64,0.494,2.158,0.02,SAFE,0.3147333333333333
10.559,16.64,0.598,2.709,-3.33,SAFE,0.368
10.708,16.64,0.665,2.709,0.0,SAFE,0.3659
10.325,16.64,0.676,2.709,-7.67,WARNING,0.42033333333333334
10.977,29.36,0.697,2.709,17.38,WARNING,0.6185666666666666
12.448,41.41,0.699,2.709,31.43,DANGER,0.8237999999999999
12.399,41.41,0.711,2.709,-7.01,WARNING,0.6741333333333333
12.446,41.41,0.712,2.709,0.31,WARNING,0.6297666666666666
12.939,41.41,0.741,2.709,16.17,DANGER,0.7442
13.891,41.41,0.761,2.709,14.37,DANGER,0.7382
14.466,41.41,0.771,2.709,14.84,DANGER,0.7443333333333333
15.194,41.41,0.767,2.709,18.21,DANGER,0.7656000000000001
16.06,41.41,0.773,2.709,12.0,DANGER,0.726
16.241,41.41,0.753,2.709,10.86,DANGER,0.7123999999999999
16.42,41.41,0.752,2.709,4.2,WARNING,0.6677
16.63,41.41,0.753,2.709,4.2,WARNING,0.6679999999999999
16.84,41.41,0.754,2.709,4.2,WARNING,0.6683
17.05,41.41,0.754,2.709,2.62,WARNING,0.6577666666666666
17.181,41.41,0.737,2.709,3.88,WARNING,0.6610666666666667
17.291,41.41,0.714,2.709,0.93,WARNING,0.6345
17.422,41.41,0.688,2.709,-0.34,WARNING,0.6227666666666666
17.405,41.41,0.585,2.676,-6.66,WARNING,0.6339999999999999
17.072,41.41,0.448,2.091,1.01,WARNING,0.5552333333333334
17.122,41.41,0.365,2.015,-19.7,WARNING,0.6549333333333333
16.137,41.41,0.357,2.015,-31.75,DANGER,0.7212000000000001
14.55,29.36,0.349,2.015,0.67,WARNING,0.40276666666666666
14.583,29.36,0.248,1.193,-7.29,WARNING,0.41659999999999997
14.218,29.36,0.248,1.193,-16.83,WARNING,0.48019999999999996
13.377,29.36,0.185,1.193,-19.7,WARNING,0.48043333333333327
12.391,26.49,0.11,1.193,-16.85,WARNING,0.4102333333333333
11.548,26.2,0.083,1.193,-16.58,SAFE,0.3974333333333333
10.72,25.33,0.067,1.02,-15.67,SAFE,0.37786666666666663
9.937,16.95,0.022,1.02,-7.29,SAFE,0.22469999999999998
9.573,9.66,0.021,1.02,0.0,SAFE,0.1029
9.572,9.66,0.018,1.017,0.0,SAFE,0.10200000000000001
9.572,9.66,0.017,1.017,0.0,SAFE,0.10170000000000001
9.572,9.66,0.013,1.005,0.0,SAFE,0.1005
9.572,9.66,0.011,0.989,0.0,SAFE,0.0999
9.572,9.66,0.011,0.989,1.69,SAFE,0.11116666666666666
9.657,9.66,0.011,0.989,0.0,SAFE,0.0999
10.0,10.0,0.0,0.971,0.0,SAFE,0.1
13.12,16.3,0.04,1.007,-0.33,SAFE,0.17720000000000002
33.099,320.2,0.705,3.464,-46.63,DANGER,0.9115
30.608,320.2,0.705,3.464,15.62,DANGER,0.8156333333333333
31.309,320.2,0.704,3.464,-2.55,DANGER,0.7282
31.342,320.2,0.704,3.464,3.19,DANGER,0.7324666666666666
34.258,320.2,0.703,3.464,65.34,DANGER,0.9109
34.929,320.2,0.704,3.464,-14.85,DANGER,0.8101999999999999
45.112,320.2,0.703,3.464,233.57,DANGER,0.9109
44.874,320.2,0.702,3.464,-317.6,DANGER,0.9106000000000001
29.059,240.91,0.702,3.464,-12.12,DANGER,0.7914
28.404,240.91,0.707,3.464,-14.03,DANGER,0.8056333333333333
27.703,240.91,0.624,3.464,-41.08,DANGER,0.8872
25.601,240.91,0.627,3.464,-8.69,DANGER,0.7460333333333332
25.167,240.91,0.628,3.464,-8.67,DANGER,0.7462
24.781,240.91,0.59,3.464,-6.06,DANGER,0.7174
24.478,240.91,0.538,3.464,-7.74,DANGER,0.713
24.091,240.91,0.011,1.027,-7.72,WARNING,0.5547666666666666
23.705,240.91,0.011,1.027,-7.72,WARNING,0.5547666666666666
23.272,240.91,0.009,1.027,-5.07,WARNING,0.5365000000000001
23.081,240.91,0.009,1.027,-14.04,WARNING,0.5963
22.364,240.91,0.009,1.027,-17.87,WARNING,0.6218333333333333
21.47,240.91,0.009,1.027,-14.67,WARNING,0.6005
32.636,240.92,0.009,1.027,224.92,DANGER,0.7027000000000001
43.859,240.92,0.005,0.997,221.26,DANGER,0.7015
54.966,241.33,0.005,0.998,167.01,DANGER,0.7015
63.296,241.33,0.005,0.998,218.51,DANGER,0.7015
62.322,241.33,0.005,0.998,-237.99,DANGER,0.7015
50.422,241.33,0.005,0.998,0.32,WARNING,0.5036333333333333
50.565,241.33,0.024,1.098,1.58,WARNING,0.5177333333333333
50.786,241.33,0.502,3.3,5.38,WARNING,0.6864666666666667
51.055,241.33,0.516,3.3,5.38,WARNING,0.6906666666666668
51.358,241.33,0.576,3.3,7.01,DANGER,0.7195333333333332
51.406,241.33,0.602,3.3,0.95,WARNING,0.6869333333333333
51.516,241.33,0.604,3.3,1.26,WARNING,0.6896
51.531,241.33,0.601,3.3,0.31,WARNING,0.6823666666666667
51.658,241.33,0.604,3.3,2.54,WARNING,0.6981333333333334
51.658,241.33,0.62,3.3,-0.01,WARNING,0.6860666666666666
64.607,261.9,0.62,3.3,259.93,DANGER,0.8859999999999999
76.482,261.9,0.62,3.3,236.23,DANGER,0.8859999999999999
88.356,261.9,0.62,3.3,237.8,DANGER,0.8859999999999999
100.164,261.9,0.62,3.3,236.15,DANGER,0.8859999999999999
112.036,261.9,0.62,3.3,-0.56,WARNING,0.6897333333333333
116.016,320.52,0.62,3.3,80.07,DANGER,0.8859999999999999
116.981,320.52,0.619,3.3,18.43,DANGER,0.8085666666666667
117.967,320.52,0.62,3.3,20.13,DANGER,0.8201999999999999
118.932,320.52,0.619,3.3,257.3,DANGER,0.8856999999999999
130.764,320.52,0.619,3.3,236.63,DANGER,0.8856999999999999
142.594,320.52,0.619,3.3,234.07,DANGER,0.8856999999999999
154.311,320.52,0.724,3.3,231.5,DANGER,0.9172
165.847,320.52,0.673,3.0,230.72,DANGER,0.9018999999999999
177.377,320.52,0.673,3.0,229.92,DANGER,0.9018999999999999
188.934,320.52,0.631,3.0,237.2,DANGER,0.8893
200.711,320.52,0.603,3.0,234.28,DANGER,0.8809
212.53,320.52,0.602,3.0,237.32,DANGER,0.8806
224.311,320.52,0.601,3.0,233.41,DANGER,0.8803000000000001
236.005,320.52,0.599,3.0,236.42,DANGER,0.8796999999999999
247.888,320.52,0.586,3.0,-21.32,DANGER,0.8179333333333333
246.717,320.52,0.586,3.0,-0.98,WARNING,0.6823333333333332
246.711,320.52,0.586,3.0,-1.38,WARNING,0.6849999999999999
246.66,320.52,0.586,3.0,0.63,WARNING,0.6799999999999999
246.671,320.52,0.586,3.0,-1.07,WARNING,0.6829333333333333
250.739,321.71,0.586,3.0,1.19,WARNING,0.6837333333333333
246.719,321.71,0.586,3.0,-19.64,DANGER,0.8067333333333333
245.612,321.71,0.586,3.0,-23.42,DANGER,0.8319333333333333
244.524,321.71,0.586,3.0,-20.93,DANGER,0.8153333333333332
243.5,321.71,0.587,3.0,0.18,WARNING,0.6772999999999999
243.53,321.71,0.586,3.0,0.63,WARNING,0.6799999999999999
243.478,321.71,0.587,3.0,-1.32,WARNING,0.6849
243.412,321.71,0.414,2.893,-0.54,WARNING,0.6278
243.405,321.71,0.004,0.997,-0.02,WARNING,0.5013333333333333
243.423,321.71,0.004,1.0,-0.85,WARNING,0.5068666666666667
243.404,321.71,0.004,1.0,1.26,WARNING,0.5095999999999999
244.323,321.71,0.004,1.0,16.29,WARNING,0.6098
244.239,321.71,0.004,1.0,0.01,WARNING,0.5012666666666666
244.238,321.71,0.004,1.0,-0.48,WARNING,0.5044
244.235,321.71,0.004,1.0,-1.31,WARNING,0.5099333333333333
244.152,321.71,0.004,1.0,0.44,WARNING,0.5041333333333333
244.172,321.71,0.004,1.0,-0.47,WARNING,0.5043333333333333
232.804,321.71,0.005,1.008,-227.72,DANGER,0.7015
221.618,321.71,0.005,1.008,-223.29,DANGER,0.7015
209.942,321.71,0.006,1.008,-315.95,DANGER,0.7018
197.688,256.84,0.005,1.008,-163.48,DANGER,0.7015
186.115,256.84,0.005,1.008,-228.98,DANGER,0.7015
174.586,256.84,0.005,1.008,-232.25,DANGER,0.7015
163.901,256.84,0.006,1.008,-214.13,DANGER,0.7018
152.414,256.84,0.006,1.008,-230.18,DANGER,0.7018
140.71,256.84,0.007,1.008,-232.39,DANGER,0.7021
141.834,260.97,0.006,1.008,22.49,WARNING,0.6517333333333334
142.112,260.97,0.006,1.008,5.16,WARNING,0.5362
143.282,262.26,0.007,1.008,22.99,WARNING,0.6553666666666667
143.304,262.26,0.007,1.008,0.01,WARNING,0.5021666666666667
131.802,262.26,0.006,1.008,-247.18,DANGER,0.7018
119.441,262.26,0.006,1.008,-229.24,DANGER,0.7018
108.312,262.26,0.007,1.008,-222.55,DANGER,0.7021
96.819,262.26,0.006,1.008,-230.29,DANGER,0.7018
85.505,262.26,0.006,1.008,-225.93,DANGER,0.7018
85.28,262.26,0.006,1.008,-4.44,WARNING,0.5314
85.306,262.26,0.007,1.008,227.4,DANGER,0.7021
96.653,262.26,0.006,1.007,222.92,DANGER,0.7018
107.864,262.26,0.006,1.007,234.47,DANGER,0.7018
119.503,262.26,0.005,1.007,161.89,DANGER,0.7015
127.681,262.26,0.005,1.007,231.54,DANGER,0.7015
139.168,262.26,0.005,1.007,231.37,DANGER,0.7015
150.718,262.26,0.005,1.007,212.42,DANGER,0.7015
161.378,262.26,0.004,1.0,228.84,DANGER,0.7012
172.844,262.26,0.004,1.0,233.2,DANGER,0.7012
184.462,262.26,0.004,1.0,-22.51,WARNING,0.6512666666666667
183.359,262.26,0.004,1.0,-5.14,WARNING,0.5354666666666666
183.144,262.26,0.004,1.0,-22.53,WARNING,0.6514
181.954,240.23,0.004,0.999,-1.27,WARNING,0.5096666666666666
181.908,240.23,0.004,0.997,229.17,DANGER,0.7012
193.368,240.23,0.004,0.997,229.21,DANGER,0.7012
204.849,240.23,0.004,1.003,222.96,DANGER,0.7012
215.98,240.23,0.004,1.003,229.94,DANGER,0.7012
227.497,240.23,0.004,1.003,226.32,DANGER,0.7012
238.852,240.23,0.004,1.003,5.66,WARNING,0.5389333333333333
239.094,240.23,0.004,1.003,-0.11,WARNING,0.5019333333333333
239.046,240.23,0.004,1.003,-0.48,WARNING,0.5044
239.064,240.23,0.004,1.003,-0.97,WARNING,0.5076666666666666
239.018,240.19,0.004,1.003,0.78,WARNING,0.5064
239.034,240.19,0.004,1.003,-1.34,WARNING,0.5101333333333333
238.969,240.09,0.004,1.003,0.49,WARNING,0.5044666666666666
238.992,240.09,0.004,1.003,0.85,WARNING,0.5068666666666667
239.012,240.09,0.004,1.003,-0.39,WARNING,0.5038
239.099,240.55,0.004,1.003,1.26,WARNING,0.5095999999999999
239.058,240.55,0.004,1.003,0.02,WARNING,0.5013333333333333
239.144,240.55,0.004,1.003,1.28,WARNING,0.5097333333333333
239.227,240.55,0.004,1.003,0.82,WARNING,0.5066666666666666
239.248,240.55,0.004,1.003,1.68,WARNING,0.5124
239.268,240.55,0.004,1.003,0.05,WARNING,0.5015333333333333
239.27,240.55,0.004,1.003,0.02,WARNING,0.5013333333333333
239.295,240.55,0.004,1.003,0.08,WARNING,0.5017333333333334
238.905,240.55,0.004,0.999,-7.46,WARNING,0.5509333333333333
238.928,240.55,0.004,0.999,0.07,WARNING,0.5016666666666666
238.884,240.55,0.01,0.998,-1.65,WARNING,0.514
238.473,240.55,0.01,0.998,-7.41,WARNING,0.5524
238.498,240.55,0.011,0.998,1.33,WARNING,0.5121666666666667
238.521,240.55,0.013,0.998,-0.36,WARNING,0.5063
238.502,240.55,0.013,0.999,-0.43,WARNING,0.5067666666666667
238.523,240.55,0.014,0.999,0.87,WARNING,0.51
238.569,240.55,0.013,0.999,0.87,WARNING,0.5097
238.589,240.55,0.014,0.999,0.44,WARNING,0.5071333333333333
238.633,240.55,0.014,0.999,1.32,WARNING,0.513
238.676,240.55,0.014,0.999,-1.26,WARNING,0.5126
238.656,240.55,0.014,0.999,1.66,WARNING,0.5152666666666667
238.676,240.55,0.014,0.999,-1.3,WARNING,0.5128666666666667
238.674,240.55,0.014,0.999,-0.41,WARNING,0.5069333333333333
238.569,240.14,0.014,0.999,-1.68,WARNING,0.5154
238.568,240.14,0.014,0.999,1.24,WARNING,0.5124666666666666
238.547,240.14,0.014,0.999,-0.41,WARNING,0.5069333333333333
238.546,240.14,0.014,0.999,-0.49,WARNING,0.5074666666666666
238.523,240.14,0.014,0.999,7.42,WARNING,0.5536666666666666
238.914,240.14,0.014,0.999,-0.09,WARNING,0.5048
238.933,240.14,0.013,0.999,1.31,WARNING,0.5126333333333334
